Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;GO;MINEIROS;SERGIO RIBEIRO DA SILVA LTDA; 09.107.895/0003-02;AVENIDA INO RESENDE;S/N;QUADRA25 LOTE 10;SETOR IORIS;75834-039;GLP;12/05/2026;138;;R$ / 13 kg;BRANCA
SE;SP;VOTUPORANGA;POSTO BANESPINHA EXPRESS LTDA; 43.043.584/0001-95;AVENIDA  NASSER MARÃO;5921;;SÃO COSME;15504-000;GLP;11/05/2026;115;;R$ / 13 kg;ULTRAGAZ
SE;MG;TRES CORACOES;VANDERSON LUIZ DE SOUZA 03024108645; 47.350.858/0001-40;AVENIDA DUQUE DE CAXIAS;75;;JARDIM SANTA TEREZA;37410-222;GLP;13/05/2026;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;RIBEIRAO PIRES;CASA DO GAS COMERCIO DE GAS E AGUA LTDA; 46.761.499/0001-50;AVENIDA FRANCISCO MONTEIRO;3670;LETRA A;CENTRO;09400-310;GLP;13/05/2026;94,99;;R$ / 13 kg;BRANCA
N;AM;MANAUS;JAPURA COMERCIO DE GAS E BEBIDAS LTDA.; 36.215.785/0001-67;RUA JAPURA;676;;CENTRO;69020-180;GLP;11/05/2026;135;;R$ / 13 kg;FOGAS
NE;BA;SERRINHA;SOUZA E SILVA DISTRIBUIDORA DE GAS LTDA; 46.281.579/0001-09;R RUA SAO LUIZ;140;;ABOBORAS;48700-000;GLP;13/05/2026;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;ATIBAIA;GTM DISTIBUIDORA DE GAS E CONVENIENCIA LTDA; 47.947.101/0001-38;AVENIDA JERONIMO DE CAMARGO;2100;;RESSACA;12945-206;GLP;11/05/2026;135;;R$ / 13 kg;ULTRAGAZ
S;PR;ARAUCARIA;POSTO TIO ZICO V LTDA; 14.051.292/0001-04;AV DAS ARAUCARIAS;3663;;THOMAZ COELHO;83707-065;GLP;14/05/2026;103;;R$ / 13 kg;BRANCA
SE;SP;LINS;GENTIL E KOMATSU COMERCIO DE GAS LTDA; 47.420.645/0001-47;AVENIDA NICOLAU ZARVOS;1301;;JARDIM AEROPORTO;16401-371;GLP;11/05/2026;115;;R$ / 13 kg;ULTRAGAZ
N;PA;ANANINDEUA;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA; 84.110.394/0021-74;AVENIDA INDEPENDENCIA;3;RUA DO FIO                AV INDEPENDENCIA          N 03 A;ICUI-GUAJARA;67125-406;GLP;12/05/2026;106,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PI;TERESINA;G B B COMERCIO VAREJISTA DE GAS LTDA; 28.142.135/0005-34;R EQUADOR;2299;;CIDADE NOVA;64014-530;GLP;13/05/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;ES;COLATINA;EXPRESSO GAS E AGUA LTDA; 47.350.901/0001-77;AVENIDA FIDELIS FERRARI;387;;CASTELO BRANCO;29709-105;GLP;12/05/2026;108;;R$ / 13 kg;ULTRAGAZ
SE;RJ;RIO BONITO;DISTRIBUIDORA DE GAS FERREIRA COSTA LTDA; 43.826.071/0001-50;AV PRESIDENTE ARTHUR BERNARDES;122;;CENTRO;28800-000;GLP;13/05/2026;95;;R$ / 13 kg;BRANCA
NE;PE;ARARIPINA;GAS ALAIANE LTDA; 23.540.186/0010-68;RUA OSVALDO CRUZ;39;;CENTRO;56280-000;GLP;14/05/2026;110;;R$ / 13 kg;COPA ENERGIA
N;AM;MANAUS;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA; 84.110.394/0019-50;AVENIDA CAMAPUA;2594;;CIDADE DE DEUS;69099-031;GLP;12/05/2026;125,5;;R$ / 13 kg;FOGAS
S;RS;SAO LEOPOLDO;MUSSKOPF COMERCIO DE GAS LTDA; 48.270.181/0001-00;RUA JAIME BIZ;590;A;SCHARLAU;93120-600;GLP;11/05/2026;114;;R$ / 13 kg;ULTRAGAZ
N;PA;ANANINDEUA;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA; 84.110.394/0024-17;AVENIDA INDEPENDENCIA;14;;ICUI-GUAJARA;67125-406;GLP;12/05/2026;106,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;RESENDE;TELMO G. DOS SANTOS COMERCIO; 04.196.316/0001-51;AV GOVERNADOR PORTELA;980;QUADRA 46, L 811;VILA JULIETA;27520-252;GLP;11/05/2026;125;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;MONTE CARMELO;CLEITON GONCALVES DOS SANTOS; 47.181.879/0001-89;RUA B;500;LOJA  01;CATULINA MATOS DE CASTRO I;38500-000;GLP;12/05/2026;110;;R$ / 13 kg;BRANCA
N;AM;MANAUS;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA; 84.110.394/0009-88;AVENIDA CARVALHO LEAL;347;;CACHOEIRINHA;69065-000;GLP;11/05/2026;130,99;;R$ / 13 kg;FOGAS
NE;CE;ITAPIPOCA;PARAISO DISTRIBUIDORA DE G L P LTDA; 18.117.987/0002-75;RUA DOM AURELIANO MATOS;575;;CENTRO;62500-000;GLP;13/05/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;BARRA MANSA;REDEGASVR COMERCIO DE GAS LTDA; 20.783.958/0003-75;AV. HOMERO LEITE;422;;SAUDADE;27313-190;GLP;13/05/2026;94,99;;R$ / 13 kg;ULTRAGAZ
S;RS;GUAIBA;POSTO DE GAS SAO GERALDO LTDA; 45.447.079/0001-31;RUA SAO GERALDO;830;;ALVORADA;92703-700;GLP;14/05/2026;99,9;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;JOAO PIMENTEL FILHO; 46.391.614/0001-42;R MAESTRO DIRSON COSTA;149;;JARDIM CARANA;69313-709;GLP;11/05/2026;140;;R$ / 13 kg;FOGAS
S;RS;ERECHIM;COMERCIO DE GAS LEONEL LTDA; 47.782.165/0001-26;RUA DOUTOR JOAO CARUSO;1670;;PARQUE REDENCAO;99705-600;GLP;12/05/2026;136;;R$ / 13 kg;COPA ENERGIA
S;SC;LAGUNA;CESCONETO E RODRIGUES DISTRIBUIDORA DE GAS LTDA; 47.443.582/0001-44;AVENIDA CALISTRATO MULLER SALLES;0;SALA  01;PORTINHO;88790-000;GLP;12/05/2026;119,99;;R$ / 13 kg;ULTRAGAZ
CO;MS;DOURADOS;AUTO POSTO SAN CRISTOVAO LTDA; 10.876.085/0001-20;RUA MONTE ALEGRE;5800;;JARDIM MAIPU;79833-120;GLP;12/05/2026;120;;R$ / 13 kg;COPA ENERGIA
SE;SP;HORTOLANDIA;BORGHI COMERCIO DE GAS E AGUA LTDA; 45.733.652/0008-40;AVENIDA PRINCESA ISABEL;916;;JD AMANDA;13188-021;GLP;12/05/2026;104,99;;R$ / 13 kg;BRANCA
SE;SP;HORTOLANDIA;BORGHI COMERCIO DE GAS E AGUA LTDA; 45.733.652/0009-20;AVENIDA OLIVIO FRANCESCHINI;1572;;LOTEAMENTO REMANSO CAMPINEIRO;13184-505;GLP;12/05/2026;105;;R$ / 13 kg;BRANCA
CO;GO;MINEIROS;E L LEAO GAS E AGUA; 46.402.390/0001-27;AVENIDA PRIMEIRA AVENIDA;80;QUADRA99                  LOTE  20;CENTRO;75830-062;GLP;12/05/2026;138;;R$ / 13 kg;ULTRAGAZ
S;SC;ITAJAI;AUTO POSTO CARVALHO LTDA; 26.218.157/0001-81;AV VEREADOR ABRAHAO JOAO FRANCISCO;4001;;CARVALHO;88307-302;GLP;11/05/2026;128;;R$ / 13 kg;LIQUIGÁS
S;RS;VIAMAO;VIAGAS LTDA; 46.328.208/0001-35;AVENIDA PLACIDO DO CARMO;426;;AUGUSTA;94510-615;GLP;12/05/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;IGUATU;JOCIVALDO VENANCIO GADELHA; 47.438.214/0001-08;AVENIDA JOAQUIM AILTON ALEXANDRE;419;;ALTO DO JUCA;63502-323;GLP;11/05/2026;125;;R$ / 13 kg;COPA ENERGIA
N;AM;MANAUS;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA; 84.110.394/0005-54;RUA MACEIO;132;;ADRIANOPOLIS;69057-010;GLP;11/05/2026;130,99;;R$ / 13 kg;FOGAS
SE;RJ;RESENDE;GRUPO FUZA GAZ LTDA; 29.916.266/0001-60;RUA   HOSTILIO DE SOUZA;1143;;ITAPUCA;27524-040;GLP;11/05/2026;127;;R$ / 13 kg;ULTRAGAZ
NE;SE;ARACAJU;VIGA COMERCIO DE GAS LTDA; 28.869.851/0001-94;RUA   JOSÉ VIEIRA NETO;98;LOJA A;PORTO D'ANTAS;49067-150;GLP;12/05/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;F I F TAVORA; 46.368.497/0001-04;RUA IBICARÉ;2302;;NOVO ALEIXO;69099-029;GLP;12/05/2026;120;;R$ / 13 kg;AMAZONGÁS
SE;MG;LAVRAS;TOP GAS COMERCIO VAREJISTA LTDA; 48.575.537/0001-06;AV DOUTOR SILVIO MENICUCCI;1333;AREA 21;OLARIA;37202-480;GLP;13/05/2026;120;;R$ / 13 kg;CONSIGAZ
NE;MA;BACABAL;N F DA SILVA SILVEIRA  LTDA; 47.857.763/0001-17;AVENIDA AREIAL;1;;AREIAL;65700-000;GLP;11/05/2026;130;;R$ / 13 kg;COPA ENERGIA
SE;SP;SAO CARLOS;DEBORA MARTINS DE OLIVEIRA FERNANDES; 44.838.824/0001-00;RUA CORONEL  LEOPOLDO PRADO;1376;;VILA PRADO;13574-170;GLP;12/05/2026;127,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;SANTAREM;RUIVA GAS LTDA; 46.710.426/0002-10;RUA XINGU;SN;;DIAMANTINO;68020-140;GLP;14/05/2026;90;;R$ / 13 kg;BAHIANA
SE;MG;UBERLANDIA;AUTO POSTO VIEIRA E MARTINS LTDA; 05.072.757/0001-04;AVENIDA JOAO NAVES DE AVILA;7;A;SANTA MONICA;38408-680;GLP;15/05/2026;99,99;;R$ / 13 kg;ULTRAGAZ
NE;MA;BALSAS;K. C. R. SILVA; 42.132.303/0001-08;AV CIDADE NOVA;3;QD 173 LT 03;CIDADE NOVA;65800-000;GLP;12/05/2026;130;;R$ / 13 kg;BAHIANA
S;RS;VACARIA;DELLA ROSA COMERCIO DE GAS LTDA; 48.915.287/0001-06;AVENIDA DAS NACOES;675;;VENETO;95210-298;GLP;14/05/2026;125;;R$ / 13 kg;ULTRAGAZ
NE;SE;NOSSA SENHORA DO SOCORRO;VANESSA PINHEIRO DOS SANTOS; 34.901.242/0001-78;AV B;22;;JOAO ALVES FILHO;49160-000;GLP;11/05/2026;112;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;ARARAS;LEANDRO MORO; 36.605.428/0001-05;R. ANTÔNIO CASELLA;236;;JARDIM COPACABANA;13609-315;GLP;11/05/2026;115;;R$ / 13 kg;COPA ENERGIA
SE;ES;CARIACICA;ELOGAS COMERCIO E DISTRIBUICAO LTDA; 48.055.357/0001-01;RUA ELIEZER GONÇALVES DE JESUS;12;;SANTANA;29154-130;GLP;13/05/2026;96;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SALTO;FONA COMERCIO DE GAS E GUA LTDA; 46.389.747/0001-84;RUA   RÚSSIA;904;;JARDIM PLANALTO;13322-230;GLP;13/05/2026;99,99;;R$ / 13 kg;CONSIGAZ
SE;MG;JUIZ DE FORA;GASFORT DISTRIBUIDORA LTDA; 24.790.815/0002-60;RUA ESCOTEIRO FERNANDO CESAR;232;;NOVA ERA;36087-380;GLP;12/05/2026;99,99;;R$ / 13 kg;CONSIGAZ
NE;SE;ARACAJU;GAS PARA TODOS LTDA; 47.457.032/0001-84;RUA EDUARDO CRUZ;283A;;INDUSTRIAL;49065-330;GLP;12/05/2026;110;;R$ / 13 kg;BAHIANA
SE;SP;CARAGUATATUBA;COMERCIAL FILHOS DA TERRA LTDA - ME; 44.805.414/0003-25;RUA SÃO  JERÔNIMO;192;;PRAIA DAS PALMEIRAS;11666-440;GLP;14/05/2026;99,99;;R$ / 13 kg;BRANCA
NE;PB;CAMPINA GRANDE;R ALVES VIEIRA E FILHO COMERCIO VAREJISTA DE GAS LTDA; 47.589.807/0001-75;RUA   TRANQUILINO COELHO LEMOS;390;;DINAMÉRICA;58432-300;GLP;13/05/2026;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO BONITO;RB COMERCIO E TRANSPORTE DE GAS LTDA; 48.928.829/0001-85;RUA ALBERTO OLIVEIRA VILA CRUZEIRO;32;QUADRA02 AREA 01;PRACA CRUZEIRO;28800-000;GLP;13/05/2026;94,99;;R$ / 13 kg;BRANCA
SE;MG;JOAO MONLEVADE;ORGANIZACAO LOUREIRO LTDA; 17.277.777/0002-81;RUA   BOM JESUS DO AMPARO;71;;LOANDA;35930-358;GLP;12/05/2026;110;;R$ / 13 kg;BRANCA
S;PR;PARANAVAI;JUAREZ GAS LTDA; 47.764.912/0001-01;AVENIDA CARLOS GOMES;S/Nº;QUADRA 181-A LOTE 03;JARDIM SÃO JORGE;87710-420;GLP;14/05/2026;104,99;;R$ / 13 kg;ULTRAGAZ
CO;MS;CAMPO GRANDE;C SOARES GAS LTDA; 49.370.027/0001-65;RUA   YOKOAMA;598;CASA 1;VILA PALMIRA;79112-260;GLP;11/05/2026;120;;R$ / 13 kg;ULTRAGAZ
S;RS;NOVO HAMBURGO;COMERCIAL DE GAS EHRIG LTDA; 17.657.995/0002-41;RUA SÃO  LEOPOLDO;384;;LIBERDADE;93330-000;GLP;11/05/2026;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;ES;SERRA;ELITE GAS E TRANSPORTE LTDA; 43.967.620/0001-07;AVENIDA BRASIL;1136;;NOVO HORIZONTE;29163-331;GLP;12/05/2026;98,99;;R$ / 13 kg;BRANCA
S;PR;APUCARANA;ATACADAO DO GAS APUCARANA LTDA; 46.966.874/0001-07;AVENIDA CENTRAL DO PARANÁ;2847;SALA  A;JARDIM PONTA GROSSA;86807-315;GLP;14/05/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;VARZEA GRANDE;DISTRIBUIDORA CENTRAL GAS LTDA; 43.141.111/0001-20;AVENIDA   ALZIRA SANTANA ( LOT C N S GUIA);2309;;CENTRO-SUL;78130-005;GLP;13/05/2026;120;;R$ / 13 kg;BRANCA
SE;SP;RIBEIRAO PIRES;RIBEIRO COMERCIO DE AGUA E GAS MULTIMARCAS LTDA; 47.310.068/0001-30;RUA FRANCISCO TOMETICH;856;;PONTE SECA;09412-190;GLP;13/05/2026;107,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;RN;NATAL;A A MENDES  LTDA; 16.964.791/0001-00;RUA ENGENHEIRO JOAO HELIO ALVES  ROCHA;949;LOTE  8162                QUADRA452;PLANALTO;59073-070;GLP;14/05/2026;110;;R$ / 13 kg;BAHIANA
S;SC;FLORIANOPOLIS;RODRIGO DISK GAS E AGUA LTDA; 43.459.120/0001-64;RUA HUBERTO ROHDEN;33;ESQ COM ROD               FRANCISCO MAGNO VIEI      N 1121 KM 02;CAMPECHE;88065-030;GLP;11/05/2026;135;;R$ / 13 kg;ULTRAGAZ
SE;MG;SAO JOAO DEL REI;SOLANGE LUZIA DE LIMA; 49.383.647/0001-39;RUA MENDES PIMENTEL;125;;ALTO DO MAQUINE (COLONIA DO MARCAL);36302-340;GLP;13/05/2026;110;;R$ / 13 kg;BRANCA
NE;RN;MOSSORO;POSTO DE COMBUSTIVEL LAGO AZUL LTDA; 08.271.013/0001-07;AVENIDA INDUSTRIALDEHUEL VIEIRA DINIZ;1;KM    36.8 ROD BR 304 LE;ABOLICAO;59613-690;GLP;14/05/2026;105;;R$ / 13 kg;BAHIANA
N;PA;MARABA;GAS TAVARES GUERRA LTDA; 47.954.753/0001-08;RUA DAS TORRES;4;BAIRRO ARAGUAIA;NOVA MARABA;68504-130;GLP;12/05/2026;135;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;CACHOEIRINHA;COMERCIO DE GAS E AGUA DONA CECILIA LTDA; 46.841.065/0001-60;RUA DONA CECILIA;452;;CITY;94935-130;GLP;13/05/2026;116;;R$ / 13 kg;COPA ENERGIA
N;PA;ALTAMIRA;GS GAS LTDA.; 27.116.991/0007-14;RUA MANOEL UMBUZEIRO;1822;DEPOSITO;CENTRO;68371-274;GLP;12/05/2026;119,99;;R$ / 13 kg;BAHIANA
NE;BA;IPIRA;MARLUI FONSECA DE MACHADO SOBRINHO; 49.406.574/0001-53;RUA DA VARZEA;SN;LOTE;NOVO HORIZONTE;44600-000;GLP;13/05/2026;98;;R$ / 13 kg;LIQUIGÁS
SE;MG;JUIZ DE FORA;BANDEIRANTES GAS & AGUA LTDA; 48.302.439/0001-03;RUA ANTONIO TRISTAO;99;LOJA;BANDEIRANTES;36047-160;GLP;11/05/2026;104,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;TRES RIOS;DG COMERCIO DE GAS LTDA; 47.239.035/0001-41;AVENIDA PREFEITO SAMIR NASSER;548;;VILA ISABEL;25811-001;GLP;12/05/2026;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;CRUZEIRO;PARAISO GAS LTDA; 48.341.508/0001-80;AVENIDA JOSE NOVAES SOBRINHO;1995;;JARDIM PARAISO;12721-230;GLP;13/05/2026;104;;R$ / 13 kg;BRANCA
S;RS;GUAIBA;AVENIDA GAS LTDA; 48.745.805/0001-90;AVENIDA LUPICINIO RODRIGUES;1046;;SANTA RITA;92708-175;GLP;11/05/2026;99,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;BOM DESPACHO;JR COMERCIO DE GAS E TRANSPORTES LTDA; 49.311.308/0001-47;AVENIDA LALEMA VIEIRA;460;;ESPLANADA;35630-228;GLP;14/05/2026;109,9;;R$ / 13 kg;BRANCA
SE;SP;LINS;SUPERMERCADO YASI DE LINS LTDA; 08.656.598/0001-83;RUA SANTOS DUMONT;584;;VILA CLELIA;16401-320;GLP;11/05/2026;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;PARA DE MINAS;BAIANINHO GAS, AGUA E BEBIDAS LTDA; 49.793.006/0001-52;RUA JUREMA;530;;DA PROVIDENCIA;35660-970;GLP;13/05/2026;95,99;;R$ / 13 kg;BRANCA
NE;AL;RIO LARGO;DEPOSITO DE GAS BRASIL LTDA; 44.355.431/0001-46;LOTEAMENTO VILA RICA;SN;LOTE  08                  QUADRAB;MATA DO ROLO;57100-000;GLP;12/05/2026;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANACAPURU;SOCIEDADE FOGAS LTDA; 04.563.672/0038-58;RUA CAROLINA FERNANDES;425;;TERRA PRETA;69401-269;GLP;13/05/2026;127;;R$ / 13 kg;FOGAS
NE;PE;GARANHUNS;TERRA DA GAROA GAS LTDA; 24.791.549/0002-90;RUA JOAO DE SOUZA CAVALCANTE;16;;BOA VISTA;55292-317;GLP;13/05/2026;104,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;JUIZ DE FORA;WL COMERCIO DE GAS LTDA; 48.725.826/0001-44;RUA PROFESSOR JOAO CORREA BARBOSA;28;SOBRADO;SANTA TEREZINHA;36046-060;GLP;11/05/2026;105,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CAMPO LARGO;PREMIER GAS - COMERCIO E INSTALACOES DE GAS LTDA; 48.832.011/0001-64;RUA BENEDITO SOARES PINTO;1400;;CENTRO;83601-040;GLP;14/05/2026;112;;R$ / 13 kg;ULTRAGAZ
NE;PE;PETROLINA;JONE GAS E TRANSPORTE LTDA; 47.841.371/0001-60;RUA DA CASTANHOLA;461;;DISTRITO INDUSTRIAL;56310-759;GLP;13/05/2026;110;;R$ / 13 kg;BAHIANA
NE;CE;ITAPIPOCA;F M RODRIGUES COMERCIO DE GAS; 49.104.993/0001-30;RUA PONTES NETO;2169;;CACIMBAS;62502-676;GLP;13/05/2026;115;;R$ / 13 kg;COPA ENERGIA
NE;AL;ARAPIRACA;REI DO GAS E AGUA MINERAL LTDA; 48.819.993/0001-54;RUA MANOEL LÚCIO GOMES;120;;ALTO DO CRUZEIRO;57312-362;GLP;12/05/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;GUARAPUAVA;COOPERGAS COMERCIO DE GAS E AGUA LTDA; 39.558.039/0002-45;AVENIDA SEBASTIAO DE CAMARGO RIBAS;1001;;BONSUCESSO;85055-000;GLP;12/05/2026;108;;R$ / 13 kg;CONSIGAZ
SE;RJ;ARARUAMA;IMPERIO DO GAS COMERCIO VAREJISTA LTDA; 43.473.419/0001-73;RUA JOAO RAMALHO;SN;LOTEAMENTO SEBASTIAO      OLIVEIRA;NOSSA SENHORA DE NAZARETH;28979-500;GLP;12/05/2026;89,99;;R$ / 13 kg;BRANCA
SE;SP;ARARAS;SANTA ADELIA ARARAS GAS LTDA; 47.787.693/0001-78;AVENIDA FABIO DA SILVA PRADO;323;;JARDIM SAO JOAO;13604-042;GLP;11/05/2026;115;;R$ / 13 kg;COPA ENERGIA
S;RS;GUAIBA;ATUAL GAS COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO LTDA; 43.368.594/0001-09;RUA ADAO FOQUES;2667;;JARDIM IOLANDA;92726-050;GLP;14/05/2026;110;;R$ / 13 kg;COPA ENERGIA
NE;SE;LAGARTO;CELSO N DE CARVALHO QUERO GAS LTDA; 49.846.887/0001-22;RUA JOAQUIM PRATA;391;;NOVO HORIZONTE;49400-000;GLP;14/05/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;EMERSON MONTEIRO NEVES COMERCIO DE GAS; 45.479.279/0001-76;AVENIDA PAULA FERREIRA - ATE 99998 - LADO PAR;482;;PIRITUBA;02916-000;GLP;12/05/2026;114,99;;R$ / 13 kg;BRANCA
S;SC;XANXERE;SANDRINHO DISTRIBUIDORA DE GAS LTDA; 27.994.224/0003-84;RUA ADAO ANTONIO DA SILVA;218;;NOSSA SENHORA DE LOURDES;89820-000;GLP;13/05/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;PINHEIRO;REVENDEDORA LEAO DE GAS LTDA; 48.502.620/0001-55;RUA ANTONIO GUTERRES;1210;LETRA B;ALCANTARA;65200-000;GLP;11/05/2026;130;;R$ / 13 kg;BAHIANA
SE;SP;SAO VICENTE;AUTO POSTO JOCKEY CLUB DE SAO VICENTE LTDA; 48.051.786/0001-00;AVENIDA DOUTOR AUGUSTO SEVERO;258;;PARQUE SAO VICENTE;11360-300;GLP;11/05/2026;109,99;;R$ / 13 kg;CONSIGAZ
SE;SP;SUMARE;NOVAGAS SUMARE COMERCIO DE GAS LTDA; 49.818.852/0001-80;AVENIDA EMILIO BOSCO;1754;;JARDIM MORUMBI (NOVA VENEZA);13180-000;GLP;11/05/2026;99,99;;R$ / 13 kg;BRANCA
SE;SP;BIRIGUI;NEW GAS BIRIGUI LTDA.; 47.642.916/0001-09;AVENIDA EUCLIDES MIRAGAIA;2708;;JARDIM JUSSARA MARIA;16204-000;GLP;14/05/2026;110;;R$ / 13 kg;BRANCA
NE;CE;CRATEUS;JULIANA A PINHEIRO; 26.580.369/0001-04;RUA JOSE SABOIA LIVREIRO;1430;;ALTAMIRA;63704-155;GLP;12/05/2026;120;;R$ / 13 kg;COPA ENERGIA
SE;SP;JABOTICABAL;AUTO POSTO SAO JOSE JABOTICABAL LTDA; 12.437.857/0001-52;AVENIDA CARLOS BERCHIERI;1600;;CENTRO;14870-010;GLP;12/05/2026;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SANTO ANGELO;COMERCIO DE COMBUSTIVEIS JGS LTDA; 48.795.626/0001-68;AVENIDA VENANCIO AIRES;1920;;CENTRO;98803-000;GLP;14/05/2026;114,99;;R$ / 13 kg;BRANCA
S;RS;SAO LUIZ GONZAGA;MARCIO PAZ DE ARAUJO; 48.745.382/0001-09;RUA EDEMAR FABRICIO;1364;;CENTRO;97800-000;GLP;12/05/2026;110;;R$ / 13 kg;COPA ENERGIA
SE;MG;PARA DE MINAS;SUPERMERCADO PANELINHA LTDA; 13.876.911/0004-71;AVENIDA VEREADOR RONALDO DE CASTRO ALVES;740;SUPERMERCADO;DA PROVIDENCIA;35660-970;GLP;13/05/2026;105;;R$ / 13 kg;ULTRAGAZ
NE;PE;CARUARU;CARUARU COMERCIO DE GAS LTDA; 49.886.285/0001-07;RUA JOAO JERONIMO DE MOURA;72;;NOVA CARUARU;55014-605;GLP;12/05/2026;92;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ITANHAEM;PITRE & ROULEAU LTDA; 51.132.277/0001-09;RUA MARGINAL;869;;ESTANCIA BEIRA MAR;11740-000;GLP;13/05/2026;120;;R$ / 13 kg;LIQUIGÁS
NE;PE;PAULISTA;POSTO MAHALO COMERCIO DE COMBUSTIVEIS LTDA; 19.555.087/0001-91;AVENIDA DOUTOR CLAUDIO JOSE GUEIROS LEITE;6661;;PAU AMARELO;53431-165;GLP;11/05/2026;104,99;;R$ / 13 kg;COPA ENERGIA
NE;CE;ICO;BONFIM CHARLES RRGAS LTDA; 49.599.666/0001-05;AVENIDA ILIDIO SAMPAIO;1082;;CENTRO;63430-000;GLP;13/05/2026;120;;R$ / 13 kg;BAHIANA
SE;SP;SAO CARLOS;FORTE GAS SANTA FELICIA LTDA; 49.442.516/0001-85;RUA MARCUS VINICIUS DE MELLO MORAES;480;;PARQUE SANTA FELICIA JARDIM;13563-304;GLP;12/05/2026;133;;R$ / 13 kg;CONSIGAZ
S;RS;PELOTAS;SILVA TRANSPORTES LTDA; 01.577.830/0002-20;AVENIDA VINTE E CINCO DE JULHO;760;;TRES VENDAS;96065-620;GLP;11/05/2026;118;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;PORTO ALEGRE;SO GAS COMERCIO DE GAS LTDA; 37.325.328/0001-98;AVENIDA BENTO GONCALVES;5075;;AGRONOMIA;91540-000;GLP;12/05/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANACAPURU;W V C DE SOUZA LTDA; 36.483.173/0001-55;AVENIDA BARAO DO RIO BRANCO;1410;A;SAO FRANCISCO;69400-350;GLP;13/05/2026;135;;R$ / 13 kg;FOGAS
S;PR;CASCAVEL;PREMIER GAS CASCAVEL LTDA; 49.884.263/0001-08;RUA ERICO VERISSIMO;1080;LOTE  14                  QUADRA42;ALTO ALEGRE;85805-050;GLP;15/05/2026;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;BA;VITORIA DA CONQUISTA;CONGAS COMERCIO DE GAS LTDA; 31.346.462/0002-70;RUA EDUARDO DALTRO;449;;ALTO MARON;45005-226;GLP;14/05/2026;112,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;AL;RIO LARGO;DESTAK GAS LTDA; 47.456.993/0001-74;LOTEAMENTO PARQUE DOS EUCALIPTOS;29;QUADRAI;PREFEITO ANTONIO LINS DE SOUZA;57100-000;GLP;12/05/2026;110;;R$ / 13 kg;COPA ENERGIA
SE;SP;EMBU DAS ARTES;ROBERTA LUISA JESUS DOS SANTOS; 45.724.175/0001-80;ESTRADA ITAPECERICA-CAMPO LIMPO;2216;;JARDIM SANTO EDUARDO;06823-300;GLP;12/05/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
